MONA_CD,HJ_NM,HG_NM,PROFILE_UNIT_NM,PROFILE_UNIT_CD,PROFILE_SJ,FRTO_DATE
0827740Q,盧雄來,노웅래,제17대,100017.0,제17대 국회운영위원회,2006.01.31 ~ 2006.05.29
0827740Q,盧雄來,노웅래,제17대,100017.0,제17대 중국의고구려사왜곡대책특별위원회,2004.12.14 ~ 2005.12.31
0827740Q,盧雄來,노웅래,제17대,100017.0,제17대 문화관광위원회,2004.07.05 ~ 2006.05.29
J2O8643H,都鍾煥,도종환,제21대,100021.0,제21대 교육위원회,2022.07.22 ~ 
J2O8643H,都鍾煥,도종환,제21대,100021.0,제21대 교육위원회,2021.09.01 ~ 2022.05.29
J2O8643H,都鍾煥,도종환,제21대,100021.0,제21대 문화체육관광위원회,2020.06.15 ~ 2021.09.01
J2O8643H,都鍾煥,도종환,제20대,100020.0,제20대 국방위원회,2018.07.16 ~ 2020.05.29
J2O8643H,都鍾煥,도종환,제20대,100020.0,제20대 농림축산식품해양수산위원회,2017.06.28 ~ 2018.05.29
J2O8643H,都鍾煥,도종환,제20대,100020.0,제20대 안전행정위원회,2017.06.22 ~ 2017.06.28
J2O8643H,都鍾煥,도종환,제20대,100020.0,제20대 예산결산특별위원회,2017.05.30 ~ 2017.06.05
J2O8643H,都鍾煥,도종환,제20대,100020.0,제20대 박근혜 정부의 최순실 등 민간인에 의한 국정농단 의혹사건 진상규명을 위한 국정조사특별위원회,2016.11.17 ~ 2017.01.15
J2O8643H,都鍾煥,도종환,제20대,100020.0,제20대 교육문화체육관광위원회,2016.06.13 ~ 2017.06.22
J2O8643H,都鍾煥,도종환,제19대,100019.0,제19대 동북아역사왜곡대책 특별위원회,2015.09.03 ~ 2015.12.31
J2O8643H,都鍾煥,도종환,제19대,100019.0,제19대 군 인권개선 및 병영문화혁신 특별위원회,2014.11.07 ~ 2015.07.31
J2O8643H,都鍾煥,도종환,제19대,100019.0,제19대 동북아역사왜곡대책 특별위원회,2014.07.01 ~ 2015.06.30
J2O8643H,都鍾煥,도종환,제19대,100019.0,제19대 교육문화체육관광위원회,2014.06.24 ~ 2016.05.29
J2O8643H,都鍾煥,도종환,제19대,100019.0,제19대 정치개혁 특별위원회,2014.02.04 ~ 2014.02.28
J2O8643H,都鍾煥,도종환,제19대,100019.0,제19대 정치개혁 특별위원회,2013.12.12 ~ 2014.01.31
J2O8643H,都鍾煥,도종환,제19대,100019.0,제19대 교육문화체육관광위원회,2013.03.25 ~ 2014.05.29
J2O8643H,都鍾煥,도종환,제19대,100019.0,제19대 미래창조과학방송통신위원회,2013.03.22 ~ 2013.03.25
J2O8643H,都鍾煥,도종환,제19대,100019.0,제19대 문화체육관광방송통신위원회,2012.07.09 ~ 2013.03.21
8VY63414,柳性杰,류성걸,제21대,100021.0,제21대 기획재정위원회,2022.07.22 ~ 
8VY63414,柳性杰,류성걸,제21대,100021.0,제21대 민생경제안정특별위원회,2022.07.21 ~ 
8VY63414,柳性杰,류성걸,제21대,100021.0,제21대 예산결산특별위원회,2021.10.25 ~ 2022.05.29
8VY63414,柳性杰,류성걸,제21대,100021.0,제21대 예산결산특별위원회,2020.06.29 ~ 2020.07.06
8VY63414,柳性杰,류성걸,제21대,100021.0,제21대 기획재정위원회,2020.06.15 ~ 2022.05.29
8VY63414,柳性杰,류성걸,제19대,100019.0,제19대 공적연금 강화와 노후빈곤 해소를 위한 특별위원회,2015.08.10 ~ 2015.11.25
8VY63414,柳性杰,류성걸,제19대,100019.0,제19대 기획재정위원회,2014.06.24 ~ 2016.05.29
8VY63414,柳性杰,류성걸,제19대,100019.0,제19대 예산결산특별위원회,2013.08.06 ~ 2014.05.29
8VY63414,柳性杰,류성걸,제19대,100019.0,제19대 공공의료 정상화를 위한 국정조사특별위원회,2013.06.12 ~ 2013.07.13
8VY63414,柳性杰,류성걸,제19대,100019.0,제19대 예산·재정개혁 특별위원회,2013.04.08 ~ 2013.09.30
8VY63414,柳性杰,류성걸,제19대,100019.0,제19대 아동·여성대상 성폭력 대책 특별위원회,2012.09.13 ~ 2012.12.09
8VY63414,柳性杰,류성걸,제19대,100019.0,제19대 기획재정위원회,2012.07.09 ~ 2014.05.29
8VY63414,柳性杰,류성걸,제19대,100019.0,제19대 예산결산특별위원회,2012.07.09 ~ 2013.05.29
NCP9875N,柳好貞,류호정,제21대,100021.0,제21대 문화체육관광위원회,2022.07.22 ~ 
NCP9875N,柳好貞,류호정,제21대,100021.0,제21대 감사원장(최재해) 임명동의에 관한 인사청문특별위원회,2021.10.07 ~ 2021.11.11
NCP9875N,柳好貞,류호정,제21대,100021.0,제21대 윤리특별위원회,2020.09.10 ~ 2022.06.30
NCP9875N,柳好貞,류호정,제21대,100021.0,제21대 산업통상자원중소벤처기업위원회,2020.06.15 ~ 2022.05.29
FJK3396E,孟聖奎,맹성규,제21대,100021.0,제21대 정치개혁특별위원회,2022.08.02 ~ 
FJK3396E,孟聖奎,맹성규,제21대,100021.0,제21대 국토교통위원회,2022.07.22 ~ 
FJK3396E,孟聖奎,맹성규,제21대,100021.0,제21대 예산결산특별위원회,2021.07.02 ~ 2022.05.29
FJK3396E,孟聖奎,맹성규,제21대,100021.0,제21대 농림축산식품해양수산위원회,2020.06.15 ~ 2022.05.29
FJK3396E,孟聖奎,맹성규,제21대,100021.0,제21대 예산결산특별위원회,2020.06.15 ~ 2020.06.29
FJK3396E,孟聖奎,맹성규,제20대,100020.0,제20대 보건복지위원회,2019.09.26 ~ 2020.05.29
FJK3396E,孟聖奎,맹성규,제20대,100020.0,제20대 교육위원회,2019.09.24 ~ 2019.09.26
FJK3396E,孟聖奎,맹성규,제20대,100020.0,제20대 예산결산특별위원회,2019.08.21 ~ 2020.05.29
FJK3396E,孟聖奎,맹성규,제20대,100020.0,제20대 국회운영위원회,2019.06.19 ~ 2019.11.07
FJK3396E,孟聖奎,맹성규,제20대,100020.0,제20대 보건복지위원회,2019.03.27 ~ 2019.09.24
FJK3396E,孟聖奎,맹성규,제20대,100020.0,제20대 농림축산식품해양수산위원회,2019.03.26 ~ 2019.03.27
FJK3396E,孟聖奎,맹성규,제20대,100020.0,제20대 헌법재판소장(유남석) 임명동의에 관한 인사청문특별위원회,2018.09.07 ~ 2018.09.20
FJK3396E,孟聖奎,맹성규,제20대,100020.0,제20대 보건복지위원회,2018.07.16 ~ 2019.03.26
GOC54665,文貞福,문정복,제21대,100021.0,제21대 정치개혁특별위원회,2022.08.02 ~ 
GOC54665,文貞福,문정복,제21대,100021.0,제21대 교육위원회,2022.07.22 ~ 
GOC54665,文貞福,문정복,제21대,100021.0,제21대 예산결산특별위원회,2021.07.02 ~ 2022.05.29
GOC54665,文貞福,문정복,제21대,100021.0,제21대 대법관(천대엽) 임명동의에 관한 인사청문특별위원회,2021.04.19 ~ 2021.04.29
GOC54665,文貞福,문정복,제21대,100021.0,제21대 국회운영위원회,2020.09.24 ~ 2021.04.29
GOC54665,文貞福,문정복,제21대,100021.0,제21대 국토교통위원회,2020.06.15 ~ 2022.05.29
4U29186R,文振碩,문진석,제21대,100021.0,제21대 행정안전위원회,2022.07.22 ~ 
4U29186R,文振碩,문진석,제21대,100021.0,제21대 예산결산특별위원회,2022.07.22 ~ 
4U29186R,文振碩,문진석,제21대,100021.0,제21대 국토교통위원회,2020.06.15 ~ 2022.05.29
4U29186R,文振碩,문진석,제21대,100021.0,제21대 국회운영위원회,2020.06.15 ~ 2021.04.29
4U29186R,文振碩,문진석,제21대,100021.0,제21대 국회상임위원회 위원 정수에 관한 규칙 개정 특별위원회,2020.06.09 ~ 2020.06.10
TZ228122,閔炳德,민병덕,제21대,100021.0,제21대 예산결산특별위원회,2022.07.22 ~ 
TZ228122,閔炳德,민병덕,제21대,100021.0,제21대 정무위원회,2022.07.22 ~ 
TZ228122,閔炳德,민병덕,제21대,100021.0,제21대 정무위원회,2021.05.27 ~ 2022.05.29
TZ228122,閔炳德,민병덕,제21대,100021.0,제21대 산업통상자원중소벤처기업위원회,2021.05.25 ~ 2021.05.27
TZ228122,閔炳德,민병덕,제21대,100021.0,제21대 국회운영위원회,2021.04.29 ~ 2021.06.03
TZ228122,閔炳德,민병덕,제21대,100021.0,제21대 국무총리(김부겸) 임명동의에 관한 인사청문특별위원회,2021.04.23 ~ 2021.05.13
TZ228122,閔炳德,민병덕,제21대,100021.0,제21대 정무위원회,2020.06.15 ~ 2021.05.25
VRY5522V,閔馨培,민형배,제21대,100021.0,제21대 교육위원회,2022.07.22 ~ 
VRY5522V,閔馨培,민형배,제21대,100021.0,제21대 법제사법위원회,2022.04.18 ~ 2022.05.29
VRY5522V,閔馨培,민형배,제21대,100021.0,제21대 국회운영위원회,2022.04.07 ~ 2022.05.29
VRY5522V,閔馨培,민형배,제21대,100021.0,제21대 정무위원회,2021.10.20 ~ 2022.04.18
VRY5522V,閔馨培,민형배,제21대,100021.0,제21대 행정안전위원회,2021.10.18 ~ 2021.10.20
VRY5522V,閔馨培,민형배,제21대,100021.0,제21대 정무위원회,2020.06.15 ~ 2021.10.18
O6D8329R,閔洪喆,민홍철,제21대,100021.0,제21대 국토교통위원회,2022.07.22 ~ 
O6D8329R,閔洪喆,민홍철,제21대,100021.0,제21대 국방위원회,2020.06.15 ~ 2022.05.29
O6D8329R,閔洪喆,민홍철,제20대,100020.0,제20대 예산결산특별위원회,2019.07.05 ~ 2019.07.15
O6D8329R,閔洪喆,민홍철,제20대,100020.0,제20대 남북경제협력 특별위원회,2018.10.18 ~ 2019.06.30
O6D8329R,閔洪喆,민홍철,제20대,100020.0,제20대 대법관(김선수·노정희·이동원) 임명동의에 관한 인사청문특별위원회,2018.07.17 ~ 2018.07.26
O6D8329R,閔洪喆,민홍철,제20대,100020.0,제20대 국방위원회,2018.07.16 ~ 2020.05.29
O6D8329R,閔洪喆,민홍철,제20대,100020.0,제20대 예산결산특별위원회,2018.07.16 ~ 2019.05.29
O6D8329R,閔洪喆,민홍철,제20대,100020.0,제20대 예산결산특별위원회,2017.05.30 ~ 2018.05.29
O6D8329R,閔洪喆,민홍철,제20대,100020.0,제20대 평창동계올림픽 및 국제경기대회지원 특별위원회,2016.07.13 ~ 2018.03.31
O6D8329R,閔洪喆,민홍철,제20대,100020.0,제20대 국토교통위원회,2016.06.13 ~ 2018.05.29
O6D8329R,閔洪喆,민홍철,제19대,100019.0,제19대 예산결산특별위원회,2015.06.29 ~ 2016.05.29
O6D8329R,閔洪喆,민홍철,제19대,100019.0,제19대 군 인권개선 및 병영문화혁신 특별위원회,2014.11.07 ~ 2015.07.31
O6D8329R,閔洪喆,민홍철,제19대,100019.0,제19대 국토교통위원회,2014.06.24 ~ 2016.05.29
O6D8329R,閔洪喆,민홍철,제19대,100019.0,제19대 예산결산특별위원회,2014.06.24 ~ 2015.05.29
O6D8329R,閔洪喆,민홍철,제19대,100019.0,제19대 세월호 침몰사고의 진상 규명을 위한 국정조사특별위원회,2014.05.26 ~ 2014.08.30
O6D8329R,閔洪喆,민홍철,제19대,100019.0,제19대 중앙선거관리위원회 위원(김용호·이상환) 선출에 관한 인사청문특별위원회,2014.02.19 ~ 2014.02.21
O6D8329R,閔洪喆,민홍철,제19대,100019.0,제19대 지방자치발전 특별위원회,2014.02.14 ~ 2015.06.30
O6D8329R,閔洪喆,민홍철,제19대,100019.0,제19대 국토교통위원회,2013.03.22 ~ 2014.05.29
O6D8329R,閔洪喆,민홍철,제19대,100019.0,제19대 예산결산특별위원회,2012.08.01 ~ 2013.05.29
O6D8329R,閔洪喆,민홍철,제19대,100019.0,제19대 국토해양위원회,2012.07.09 ~ 2013.03.21
K3W33496,朴洸瑥,박광온,제21대,100021.0,제21대 교육위원회,2022.07.22 ~ 
K3W33496,朴洸瑥,박광온,제21대,100021.0,제21대 법제사법위원회,2021.08.25 ~ 2022.05.29
K3W33496,朴洸瑥,박광온,제21대,100021.0,제21대 정무위원회,2020.09.25 ~ 2021.08.25
K3W33496,朴洸瑥,박광온,제21대,100021.0,제21대 과학기술정보방송통신위원회,2020.06.15 ~ 2020.09.25
K3W33496,朴洸瑥,박광온,제20대,100020.0,제20대 국무총리(정세균) 임명동의에 관한 인사청문특별위원회,2019.12.26 ~ 2020.01.13
K3W33496,朴洸瑥,박광온,제20대,100020.0,제20대 과학기술정보방송통신위원회,2019.08.26 ~ 2020.05.29
K3W33496,朴洸瑥,박광온,제20대,100020.0,제20대 교육위원회,2019.08.23 ~ 2019.08.26
K3W33496,朴洸瑥,박광온,제20대,100020.0,제20대 과학기술정보방송통신위원회,2018.07.16 ~ 2019.08.23
K3W33496,朴洸瑥,박광온,제20대,100020.0,제20대 예산결산특별위원회,2017.05.30 ~ 2018.05.29
K3W33496,朴洸瑥,박광온,제20대,100020.0,제20대 저출산·고령화대책 특별위원회,2016.07.13 ~ 2017.06.30
K3W33496,朴洸瑥,박광온,제20대,100020.0,제20대 기획재정위원회,2016.06.13 ~ 2018.05.29
K3W33496,朴洸瑥,박광온,제19대,100019.0,제19대 국회운영위원회,2015.10.27 ~ 2016.05.29
K3W33496,朴洸瑥,박광온,제19대,100019.0,제19대 동북아역사왜곡대책 특별위원회,2015.09.03 ~ 2015.12.31
K3W33496,朴洸瑥,박광온,제19대,100019.0,제19대 국회운영위원회,2015.05.22 ~ 2015.10.23
K3W33496,朴洸瑥,박광온,제19대,100019.0,제19대 동북아역사왜곡대책 특별위원회,2015.03.02 ~ 2015.06.30
K3W33496,朴洸瑥,박광온,제19대,100019.0,제19대 기획재정위원회,2014.08.07 ~ 2016.05.29
B7H6207C,朴大壽,박대수,제21대,100021.0,제21대 예산결산특별위원회,2022.07.22 ~ 2022.07.26
B7H6207C,朴大壽,박대수,제21대,100021.0,제21대 환경노동위원회,2022.07.22 ~ 
B7H6207C,朴大壽,박대수,제21대,100021.0,제21대 환경노동위원회,2020.06.29 ~ 2022.05.29
W4X85128,朴大出,박대출,제21대,100021.0,제21대 기획재정위원회,2022.07.22 ~ 
W4X85128,朴大出,박대출,제21대,100021.0,제21대 환경노동위원회,2021.08.25 ~ 2022.05.29
W4X85128,朴大出,박대출,제21대,100021.0,제21대 국회운영위원회,2020.07.06 ~ 2020.11.11
W4X85128,朴大出,박대출,제21대,100021.0,제21대 과학기술정보방송통신위원회,2020.06.29 ~ 2021.08.25
W4X85128,朴大出,박대출,제20대,100020.0,제20대 국회 코로나19 대책 특별위원회,2020.02.26 ~ 2020.05.29
W4X85128,朴大出,박대출,제20대,100020.0,제20대 예산결산특별위원회,2019.07.05 ~ 2019.07.08
W4X85128,朴大出,박대출,제20대,100020.0,제20대 과학기술정보방송통신위원회,2018.07.16 ~ 2020.05.29
W4X85128,朴大出,박대출,제20대,100020.0,제20대 예산결산특별위원회,2018.07.16 ~ 2019.05.29
W4X85128,朴大出,박대출,제20대,100020.0,제20대 과학기술정보방송통신위원회,2017.07.26 ~ 2018.05.29
W4X85128,朴大出,박대출,제20대,100020.0,제20대 미래창조과학방송통신위원회,2016.06.13 ~ 2017.07.25
W4X85128,朴大出,박대출,제19대,100019.0,제19대 교육문화체육관광위원회,2014.06.24 ~ 2016.05.29
W4X85128,朴大出,박대출,제19대,100019.0,제19대 예산결산특별위원회,2013.08.06 ~ 2014.05.29
W4X85128,朴大出,박대출,제19대,100019.0,제19대 공공의료 정상화를 위한 국정조사특별위원회,2013.06.12 ~ 2013.07.13
W4X85128,朴大出,박대출,제19대,100019.0,제19대 미래창조과학방송통신위원회,2013.03.22 ~ 2014.05.29
W4X85128,朴大出,박대출,제19대,100019.0,제19대 국회운영위원회,2012.07.09 ~ 2013.06.03
W4X85128,朴大出,박대출,제19대,100019.0,제19대 문화체육관광방송통신위원회,2012.07.09 ~ 2013.03.21
N4R2421C,朴德欽,박덕흠,제21대,100021.0,제21대 예산결산특별위원회,2022.07.26 ~ 
N4R2421C,朴德欽,박덕흠,제21대,100021.0,제21대 농림축산식품해양수산위원회,2022.07.22 ~ 
N4R2421C,朴德欽,박덕흠,제21대,100021.0,제21대 농림축산식품해양수산위원회,2021.06.15 ~ 2022.05.29
N4R2421C,朴德欽,박덕흠,제21대,100021.0,제21대 환경노동위원회,2020.09.10 ~ 2021.06.15
N4R2421C,朴德欽,박덕흠,제21대,100021.0,제21대 국토교통위원회,2020.07.06 ~ 2020.09.10
N4R2421C,朴德欽,박덕흠,제21대,100021.0,제21대 예산결산특별위원회,2020.06.29 ~ 2020.07.06
N4R2421C,朴德欽,박덕흠,제21대,100021.0,제21대 기획재정위원회,2020.06.15 ~ 2020.07.06
N4R2421C,朴德欽,박덕흠,제20대,100020.0,제20대 예산결산특별위원회,2019.07.05 ~ 2020.05.29
N4R2421C,朴德欽,박덕흠,제20대,100020.0,제20대 국토교통위원회,2018.07.16 ~ 2020.05.29
N4R2421C,朴德欽,박덕흠,제20대,100020.0,제20대 예산결산특별위원회,2018.07.16 ~ 2019.05.29
N4R2421C,朴德欽,박덕흠,제20대,100020.0,제20대 감사원장(최재형) 임명동의에 관한 인사청문특별위원회,2017.12.15 ~ 2017.12.29
N4R2421C,朴德欽,박덕흠,제20대,100020.0,제20대 재난안전 대책 특별위원회,2017.12.06 ~ 2018.05.29
N4R2421C,朴德欽,박덕흠,제20대,100020.0,제20대 정치개혁 특별위원회,2017.08.16 ~ 2017.08.18
N4R2421C,朴德欽,박덕흠,제20대,100020.0,제20대 정치발전 특별위원회,2016.07.15 ~ 2017.06.30
N4R2421C,朴德欽,박덕흠,제20대,100020.0,제20대 국토교통위원회,2016.06.13 ~ 2018.05.29
N4R2421C,朴德欽,박덕흠,제19대,100019.0,제19대 서민주거복지 특별위원회,2015.09.03 ~ 2015.12.31
N4R2421C,朴德欽,박덕흠,제19대,100019.0,제19대 국토교통위원회,2015.04.10 ~ 2016.05.29
N4R2421C,朴德欽,박덕흠,제19대,100019.0,제19대 국무총리(이완구) 임명동의에 관한 인사청문특별위원회,2015.01.28 ~ 2015.02.16
N4R2421C,朴德欽,박덕흠,제19대,100019.0,제19대 서민주거복지 특별위원회,2015.01.14 ~ 2015.06.30
N4R2421C,朴德欽,박덕흠,제19대,100019.0,제19대 예산결산특별위원회,2014.06.24 ~ 2015.05.29
N4R2421C,朴德欽,박덕흠,제19대,100019.0,제19대 기획재정위원회,2014.06.24 ~ 2015.04.10
N4R2421C,朴德欽,박덕흠,제19대,100019.0,제19대 지방자치발전 특별위원회,2014.02.14 ~ 2015.06.30
N4R2421C,朴德欽,박덕흠,제19대,100019.0,제19대 안전행정위원회,2013.03.22 ~ 2014.05.29
N4R2421C,朴德欽,박덕흠,제19대,100019.0,제19대 행정안전위원회,2012.07.09 ~ 2013.03.21
7R156073,朴範界,박범계,제21대,100021.0,제21대 형사사법체계개혁특별위원회,2022.08.02 ~ 
7R156073,朴範界,박범계,제21대,100021.0,제21대 법제사법위원회,2022.07.22 ~ 
7R156073,朴範界,박범계,제21대,100021.0,제21대 환경노동위원회,2021.08.19 ~ 2022.05.29
7R156073,朴範界,박범계,제21대,100021.0,제21대 산업통상자원중소벤처기업위원회,2021.08.17 ~ 2021.08.19
7R156073,朴範界,박범계,제21대,100021.0,제21대 환경노동위원회,2021.02.15 ~ 2021.08.17
7R156073,朴範界,박범계,제21대,100021.0,제21대 국방위원회,2021.01.06 ~ 2021.02.15
7R156073,朴範界,박범계,제21대,100021.0,제21대 법제사법위원회,2020.06.15 ~ 2021.01.06
7R156073,朴範界,박범계,제20대,100020.0,제20대 대법관(노태악) 임명동의에 관한 인사청문특별위원회,2020.02.11 ~ 2020.02.26
7R156073,朴範界,박범계,제20대,100020.0,제20대 국회운영위원회,2018.12.31 ~ 2019.01.22
7R156073,朴範界,박범계,제20대,100020.0,제20대 대법관(김상환) 임명동의에 관한 인사청문특별위원회,2018.11.23 ~ 2018.12.27
7R156073,朴範界,박범계,제20대,100020.0,제20대 사법개혁 특별위원회,2018.11.05 ~ 2019.08.31
7R156073,朴範界,박범계,제20대,100020.0,제20대 4차 산업혁명 특별위원회,2018.10.18 ~ 2018.11.05
7R156073,朴範界,박범계,제20대,100020.0,제20대 산업통상자원중소벤처기업위원회,2018.07.16 ~ 2020.05.29
7R156073,朴範界,박범계,제20대,100020.0,제20대 행정안전위원회,2018.05.25 ~ 2018.05.29
7R156073,朴範界,박범계,제20대,100020.0,제20대 사법개혁특별위원회,2018.01.11 ~ 2018.06.30
7R156073,朴範界,박범계,제20대,100020.0,제20대 예산결산특별위원회,2017.05.30 ~ 2018.05.29
7R156073,朴範界,박범계,제20대,100020.0,제20대 박근혜 정부의 최순실 등 민간인에 의한 국정농단 의혹사건 진상규명을 위한 국정조사특별위원회,2016.11.17 ~ 2017.01.15
7R156073,朴範界,박범계,제20대,100020.0,제20대 대법관(김재형) 임명동의에 관한 인사청문특별위원회,2016.08.04 ~ 2016.09.02
7R156073,朴範界,박범계,제20대,100020.0,제20대 정치발전 특별위원회,2016.07.13 ~ 2017.03.08
7R156073,朴範界,박범계,제20대,100020.0,제20대 법제사법위원회,2016.06.13 ~ 2018.05.25
7R156073,朴範界,박범계,제19대,100019.0,제19대 정치개혁 특별위원회,2015.09.03 ~ 2015.12.31
7R156073,朴範界,박범계,제19대,100019.0,제19대 예산결산특별위원회,2015.06.18 ~ 2016.05.29
7R156073,朴範界,박범계,제19대,100019.0,제19대 국무총리(황교안) 임명동의에 관한 인사청문특별위원회,2015.05.28 ~ 2015.06.18
7R156073,朴範界,박범계,제19대,100019.0,제19대 정치개혁 특별위원회,2015.03.17 ~ 2015.08.31
7R156073,朴範界,박범계,제19대,100019.0,제19대 국회운영위원회,2015.01.09 ~ 2015.01.28
7R156073,朴範界,박범계,제19대,100019.0,제19대 기획재정위원회,2014.06.24 ~ 2016.05.29
7R156073,朴範界,박범계,제19대,100019.0,제19대 국회운영위원회,2014.06.24 ~ 2014.10.16
7R156073,朴範界,박범계,제19대,100019.0,제19대 대법관(조희대) 임명동의에 관한 인사청문특별위원회,2014.02.05 ~ 2014.02.20
7R156073,朴範界,박범계,제19대,100019.0,제19대 국회운영위원회,2013.07.11 ~ 2013.08.27
7R156073,朴範界,박범계,제19대,100019.0,제19대 국가정보원 댓글 의혹 사건 등의 진상규명을 위한 국정조사특별위원회,2013.06.28 ~ 2013.08.23
7R156073,朴範界,박범계,제19대,100019.0,제19대 사법제도개혁 특별위원회,2013.04.08 ~ 2013.09.30
7R156073,朴範界,박범계,제19대,100019.0,제19대 헌법재판소장(박한철) 임명동의에 관한 인사청문특별위원회,2013.03.28 ~ 2013.04.11
7R156073,朴範界,박범계,제19대,100019.0,제19대 헌법재판소 재판관 후보자를 겸한 헌법재판소장(이동흡) 임명동의에 관한 인사청문특별위원회,2013.01.10 ~ 2013.02.18
7R156073,朴範界,박범계,제19대,100019.0,제19대 국회운영위원회,2012.09.03 ~ 2013.05.31
7R156073,朴範界,박범계,제19대,100019.0,제19대 예산결산특별위원회,2012.08.01 ~ 2013.05.29
7R156073,朴範界,박범계,제19대,100019.0,제19대 국회쇄신 특별위원회,2012.08.01 ~ 2012.12.31
7R156073,朴範界,박범계,제19대,100019.0,제19대 국무총리실 산하 민간인 불법사찰 및 증거인멸 사건의 진상규명을 위한 국정조사특별위원회,2012.07.26 ~ 2013.12.10
7R156073,朴範界,박범계,제19대,100019.0,제19대 법제사법위원회,2012.07.09 ~ 2014.05.29
7R156073,朴範界,박범계,제19대,100019.0,제19대 윤리특별위원회,2012.07.09 ~ 2014.05.29
7R156073,朴範界,박범계,제19대,100019.0,제19대 대법관(고영한·김병화·김신·김창석)임명동의에 관한 인사청문특별위원회,2012.07.04 ~ 2012.08.01
BLC8630L,朴炳錫,박병석,제21대,100021.0,제21대 외교통일위원회,2022.07.22 ~ 
BLC8630L,朴炳錫,박병석,제20대,100020.0,제20대 국무총리(정세균) 임명동의에 관한 인사청문특별위원회,2019.12.26 ~ 2020.01.13
BLC8630L,朴炳錫,박병석,제20대,100020.0,제20대 외교통일위원회,2019.04.02 ~ 2020.05.29
BLC8630L,朴炳錫,박병석,제20대,100020.0,제20대 기획재정위원회,2019.03.20 ~ 2019.04.02
BLC8630L,朴炳錫,박병석,제20대,100020.0,제20대 정치개혁 특별위원회,2018.10.18 ~ 2019.07.19
BLC8630L,朴炳錫,박병석,제20대,100020.0,제20대 외교통일위원회,2018.07.16 ~ 2019.03.20
BLC8630L,朴炳錫,박병석,제20대,100020.0,제20대 헌법개정 및 정치개혁 특별위원회,2018.01.11 ~ 2018.06.30
BLC8630L,朴炳錫,박병석,제20대,100020.0,제20대 헌법개정 특별위원회,2017.01.03 ~ 2017.12.31
BLC8630L,朴炳錫,박병석,제20대,100020.0,제20대 저출산·고령화대책 특별위원회,2016.07.13 ~ 2017.01.18
BLC8630L,朴炳錫,박병석,제20대,100020.0,제20대 외교통일위원회,2016.06.13 ~ 2018.05.29
BLC8630L,朴炳錫,박병석,제19대,100019.0,제19대 남북관계 및 교류협력 발전 특별위원회,2014.07.04 ~ 2015.06.30
BLC8630L,朴炳錫,박병석,제19대,100019.0,제19대 정무위원회,2014.06.24 ~ 2016.05.29
BLC8630L,朴炳錫,박병석,제19대,100019.0,제19대 외교통일위원회,2013.03.22 ~ 2014.05.29
BLC8630L,朴炳錫,박병석,제19대,100019.0,제19대 외교통상통일위원회,2012.07.09 ~ 2013.03.21
BLC8630L,朴炳錫,박병석,제18대,100018.0,제18대 평창동계올림픽 및 국제경기대회지원특별위원회,2011.08.23 ~ 2012.05.29
BLC8630L,朴炳錫,박병석,제18대,100018.0,제18대 예산결산특별위원회,2011.06.01 ~ 2012.05.29
BLC8630L,朴炳錫,박병석,제18대,100018.0,제18대 국무총리(김태호) 임명동의에 관한 인사청문특별위원회,2010.08.13 ~ 2010.09.08
BLC8630L,朴炳錫,박병석,제18대,100018.0,제18대 정무위원회,2010.06.08 ~ 2012.05.29
BLC8630L,朴炳錫,박병석,제18대,100018.0,제18대 국제경기대회개최 및 유치지원특별위원회,2010.02.18 ~ 2011.08.22
BLC8630L,朴炳錫,박병석,제18대,100018.0,제18대 예산결산특별위원회,2009.07.20 ~ 2010.05.29
BLC8630L,朴炳錫,박병석,제18대,100018.0,제18대 기획재정위원회,2008.08.26 ~ 2010.05.29
BLC8630L,朴炳錫,박병석,제17대,100017.0,제17대 국무총리(한덕수)임명동의에관한인사청문특별위원회,2007.03.20 ~ 2007.04.02
BLC8630L,朴炳錫,박병석,제17대,100017.0,제17대 정무위원회,2006.06.20 ~ 2008.05.29
BLC8630L,朴炳錫,박병석,제17대,100017.0,제17대 재정경제위원회,2005.03.07 ~ 2006.05.29
BLC8630L,朴炳錫,박병석,제17대,100017.0,제17대 건설교통위원회,2005.02.18 ~ 2005.03.07
BLC8630L,朴炳錫,박병석,제17대,100017.0,제17대 국회개혁특별위원회,2005.02.01 ~ 2005.06.30
BLC8630L,朴炳錫,박병석,제17대,100017.0,제17대 신행정수도의건설을위한특별조치법위헌결정후속대책및지역균형발전특별위원회,2004.12.21 ~ 2005.02.28
BLC8630L,朴炳錫,박병석,제17대,100017.0,제17대 예산결산특별위원회,2004.07.05 ~ 2005.05.29
BLC8630L,朴炳錫,박병석,제17대,100017.0,제17대 재정경제위원회,2004.07.05 ~ 2005.02.18
BLC8630L,朴炳錫,박병석,제17대,100017.0,제17대 국회개혁특별위원회,2004.07.05 ~ 2004.12.02
BLC8630L,朴炳錫,박병석,제16대,100016.0,제16대 재정제도개혁특별위원회,2003.08.25 ~ 2004.05.29
BLC8630L,朴炳錫,박병석,제16대,100016.0,제16대 예산결산특별위원회,2003.06.05 ~ 2004.05.29
BLC8630L,朴炳錫,박병석,제16대,100016.0,제16대 2003년대구하계유니버시아드대회지원특별위원회,2003.04.23 ~ 2003.08.31
BLC8630L,朴炳錫,박병석,제16대,100016.0,제16대 예산결산특별위원회,2002.10.31 ~ 2003.05.29
