국회의원코드,구분,의원이름(한자),구분코드,의원이름(한글),경력대수,경력대수코드,위원회 경력,활동기간
7EN6507R,위원회 경력,金世培,P13,김세배,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
7EN6507R,위원회 경력,金世培,P13,김세배,제8대,100008,제8대 내무위원회,1971.07.28 ~ 1972.10.17
7EN6507R,위원회 경력,金世培,P13,김세배,제8대,100008,제8대 국회운영위원회,1971.07.28 ~ 1972.10.17
ND28358S,위원회 경력,金守漢,P13,김수한,제8대,100008,제8대 내무위원회,1971.07.28 ~ 1972.10.17
GXQ4475V,위원회 경력,金淑鉉,P13,김숙현,제8대,100008,제8대 내무위원회,1972.09.20 ~ 1972.10.17
GXQ4475V,위원회 경력,金淑鉉,P13,김숙현,제8대,100008,제8대 교통체신위원회,1972.09.18 ~ 1972.09.20
GXQ4475V,위원회 경력,金淑鉉,P13,김숙현,제8대,100008,제8대 법제사법위원회,1971.12.17 ~ 1971.12.17
GXQ4475V,위원회 경력,金淑鉉,P13,김숙현,제8대,100008,제8대 국방위원회,1971.12.17 ~ 1971.07.28
GXQ4475V,위원회 경력,金淑鉉,P13,김숙현,제8대,100008,제8대 내무위원회,1971.07.28 ~ 1971.12.17
GXQ4475V,위원회 경력,金淑鉉,P13,김숙현,제8대,100008,제8대 법제사법위원회,1971.07.28 ~ 1971.12.17
D3A17030,위원회 경력,金承穆,P13,김승목,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1972.10.17
QIK59932,위원회 경력,金永昞,P13,김영병,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
QIK59932,위원회 경력,金永昞,P13,김영병,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1972.10.17
PB86833Y,위원회 경력,金泳三,P13,김영삼,제8대,100008,제8대 외무위원회,1971.07.28 ~ 1972.10.17
VIP83289,위원회 경력,金玉子,P13,김옥자,제8대,100008,제8대 보건사회위원회,1972.09.26 ~ 1972.10.17
VIP83289,위원회 경력,金玉子,P13,김옥자,제8대,100008,제8대 재무위원회,1972.09.18 ~ 1972.09.26
VIP83289,위원회 경력,金玉子,P13,김옥자,제8대,100008,제8대 보건사회위원회,1971.12.22 ~ 1972.09.18
BXL15030,위원회 경력,金龍星,P13,김용성,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
BXL15030,위원회 경력,金龍星,P13,김용성,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1972.10.17
BBS5382L,위원회 경력,金龍泰,P13,김용태,제8대,100008,제8대 국방위원회,1972.06.29 ~ 1972.10.17
BBS5382L,위원회 경력,金龍泰,P13,김용태,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1972.06.29
18B27173,위원회 경력,金龍鎬,P13,김용호,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
18B27173,위원회 경력,金龍鎬,P13,김용호,제8대,100008,제8대 내무위원회,1971.07.28 ~ 1972.10.17
6W47398I,위원회 경력,金元萬,P13,김원만,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
6W47398I,위원회 경력,金元萬,P13,김원만,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1972.10.17
QVM2127M,위원회 경력,金元泰,P13,김원태,제8대,100008,제8대 농림위원회,1971.07.28 ~ 1972.10.17
3RK7299O,위원회 경력,金裕琸,P13,김유탁,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
3RK7299O,위원회 경력,金裕琸,P13,김유탁,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1972.10.17
L0D6699O,위원회 경력,金胤德,P13,김윤덕,제8대,100008,제8대 보건사회위원회,1971.07.28 ~ 1972.10.17
1VS9671T,위원회 경력,金殷夏,P13,김은하,제8대,100008,제8대 교통체신위원회,1971.10.27 ~ 1972.10.17
1VS9671T,위원회 경력,金殷夏,P13,김은하,제8대,100008,제8대 건설위원회,1971.10.22 ~ 1971.10.27
1VS9671T,위원회 경력,金殷夏,P13,김은하,제8대,100008,제8대 국회운영위원회,1971.07.28 ~ 1972.10.17
1VS9671T,위원회 경력,金殷夏,P13,김은하,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1971.10.22
1VS9671T,위원회 경력,金殷夏,P13,김은하,제8대,100008,제8대 국회상임위원회위원정수에관한규칙중개정안기초특별위원회,1971.07.27 ~ 1971.07.27
IAJ7601G,위원회 경력,金應柱,P13,김응주,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1972.10.17
IAJ7601G,위원회 경력,金應柱,P13,김응주,제8대,100008,제8대 국회상임위원회위원정수에관한규칙중개정안기초특별위원회,1971.07.27 ~ 1971.07.27
QHN2542J,위원회 경력,金義澤,P13,김의택,제8대,100008,제8대 내무위원회,1971.07.28 ~ 1972.10.17
C016983U,위원회 경력,金貳權,P13,김이권,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
C016983U,위원회 경력,金貳權,P13,김이권,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1972.10.17
UH71200L,위원회 경력,金仁,P13,김인,제8대,100008,제8대 외무위원회,1972.10.07 ~ 1972.10.17
UH71200L,위원회 경력,金仁,P13,김인,제8대,100008,제8대 교통체신위원회,1972.07.28 ~ 1972.08.11
UH71200L,위원회 경력,金仁,P13,김인,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1972.07.28
XJ268659,위원회 경력,金任植,P13,김임식,제8대,100008,제8대 상공위원회,1972.10.13 ~ 1972.10.17
XJ268659,위원회 경력,金任植,P13,김임식,제8대,100008,제8대 재무위원회,1972.10.07 ~ 1972.10.13
XJ268659,위원회 경력,金任植,P13,김임식,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.10.22
XJ268659,위원회 경력,金任植,P13,김임식,제8대,100008,제8대 국회운영위원회,1971.08.02 ~ 1971.10.15
XJ268659,위원회 경력,金任植,P13,김임식,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1972.10.07
XJ268659,위원회 경력,金任植,P13,김임식,제8대,100008,제8대 국회운영위원회,1971.07.28 ~ 1971.07.31
DSL4089Q,위원회 경력,金在光,P13,김재광,제8대,100008,제8대 경제과학위원회,1972.09.09 ~ 1972.10.17
DSL4089Q,위원회 경력,金在光,P13,김재광,제8대,100008,제8대 보건사회위원회,1971.07.28 ~ 1972.09.06
DSL4089Q,위원회 경력,金在光,P13,김재광,제8대,100008,제8대 국회상임위원회위원정수에관한규칙중개정안기초특별위원회,1971.07.27 ~ 1971.07.27
NPZ9074T,위원회 경력,金在淳,P13,김재순,제8대,100008,제8대 국방위원회,1971.07.28 ~ 1972.10.17
NPZ9074T,위원회 경력,金在淳,P13,김재순,제8대,100008,제8대 국회상임위원회위원정수에관한규칙중개정안기초특별위원회,1971.07.27 ~ 1971.07.27
XJ74722J,위원회 경력,金在春,P13,김재춘,제8대,100008,제8대 농림위원회,1972.09.26 ~ 1972.10.17
XJ74722J,위원회 경력,金在春,P13,김재춘,제8대,100008,제8대 내무위원회,1972.09.20 ~ 1972.09.26
XJ74722J,위원회 경력,金在春,P13,김재춘,제8대,100008,제8대 법제사법위원회,1972.09.18 ~ 1972.09.26
XJ74722J,위원회 경력,金在春,P13,김재춘,제8대,100008,제8대 교통체신위원회,1972.09.18 ~ 1972.09.20
XJ74722J,위원회 경력,金在春,P13,김재춘,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
XJ74722J,위원회 경력,金在春,P13,김재춘,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
XJ74722J,위원회 경력,金在春,P13,김재춘,제8대,100008,제8대 농림위원회,1971.10.15 ~ 1972.09.19
XJ74722J,위원회 경력,金在春,P13,김재춘,제8대,100008,제8대 교통체신위원회,1971.09.30 ~ 1971.10.15
XJ74722J,위원회 경력,金在春,P13,김재춘,제8대,100008,제8대 농림위원회,1971.08.02 ~ 1971.09.30
XJ74722J,위원회 경력,金在春,P13,김재춘,제8대,100008,제8대 문교공보위원회,1971.07.28 ~ 1971.08.02
8OG5201Z,위원회 경력,金載華,P13,김재화,제8대,100008,제8대 보건사회위원회,1972.01.25 ~ 1972.10.17
8OG5201Z,위원회 경력,金載華,P13,김재화,제8대,100008,제8대 외무위원회,1971.07.28 ~ 1972.01.25
DRO4430Z,위원회 경력,金正斗,P13,김정두,제8대,100008,제8대 법제사법위원회,1972.02.18 ~ 1972.10.17
DRO4430Z,위원회 경력,金正斗,P13,김정두,제8대,100008,제8대 법제사법위원회,1972.01.17 ~ 1972.02.17
DRO4430Z,위원회 경력,金正斗,P13,김정두,제8대,100008,제8대 법제사법위원회,1971.08.13 ~ 1971.12.23
DRO4430Z,위원회 경력,金正斗,P13,김정두,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1972.10.17
WA756150,위원회 경력,金濟源,P13,김제원,제8대,100008,제8대 경제과학위원회,1971.07.28 ~ 1972.10.17
G5G1465T,위원회 경력,金鍾翊,P13,김종익,제8대,100008,제8대 건설위원회,1972.06.29 ~ 1972.10.17
G5G1465T,위원회 경력,金鍾翊,P13,김종익,제8대,100008,제8대 국방위원회,1971.08.09 ~ 1972.06.29
G5G1465T,위원회 경력,金鍾翊,P13,김종익,제8대,100008,제8대 문교공보위원회,1971.07.31 ~ 1971.08.09
G5G1465T,위원회 경력,金鍾翊,P13,김종익,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1971.07.31
A3067041,위원회 경력,金種哲,P13,김종철,제8대,100008,제8대 경제과학위원회,1971.07.28 ~ 1972.10.17
PAR7137B,위원회 경력,金鍾泌,P13,김종필,제8대,100008,제8대 외무위원회,1971.07.28 ~ 1971.08.09
DN045207,위원회 경력,金俊燮,P13,김준섭,제8대,100008,제8대 상공위원회,1972.02.29 ~ 1972.10.17
DN045207,위원회 경력,金俊燮,P13,김준섭,제8대,100008,제8대 국방위원회,1972.02.16 ~ 1972.02.29
DN045207,위원회 경력,金俊燮,P13,김준섭,제8대,100008,제8대 국회운영위원회,1972.01.20 ~ 1972.02.29
DN045207,위원회 경력,金俊燮,P13,김준섭,제8대,100008,제8대 상공위원회,1971.11.30 ~ 1972.02.16
DN045207,위원회 경력,金俊燮,P13,김준섭,제8대,100008,제8대 상공위원회,1971.07.28 ~ 
0096688W,위원회 경력,金重泰,P13,김중태,제8대,100008,제8대 농림위원회,1971.07.28 ~ 1972.10.17
4CS27498,위원회 경력,金振晩,P13,김진만,제8대,100008,제8대 경제과학위원회,1971.07.28 ~ 1972.10.17
VX862398,위원회 경력,金昌槿,P13,김창근,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
VX862398,위원회 경력,金昌槿,P13,김창근,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1972.10.17
SV53322F,위원회 경력,金昌煥,P13,김창환,제8대,100008,제8대 농림위원회,1971.07.28 ~ 1972.10.17
C4L8202L,위원회 경력,金漢洙,P13,김한수,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
C4L8202L,위원회 경력,金漢洙,P13,김한수,제8대,100008,제8대 국회운영위원회,1971.10.22 ~ 1971.11.27
C4L8202L,위원회 경력,金漢洙,P13,김한수,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1972.10.17
4K22052J,위원회 경력,金顯基,P13,김현기,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
4K22052J,위원회 경력,金顯基,P13,김현기,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1972.10.17
S1A50186,위원회 경력,金賢淑,P13,김현숙,제8대,100008,제8대 국방위원회,1972.09.26 ~ 1972.10.17
S1A50186,위원회 경력,金賢淑,P13,김현숙,제8대,100008,제8대 농림위원회,1972.09.18 ~ 1972.09.26
S1A50186,위원회 경력,金賢淑,P13,김현숙,제8대,100008,제8대 국방위원회,1971.12.02 ~ 1972.09.02
S1A50186,위원회 경력,金賢淑,P13,김현숙,제8대,100008,제8대 농림위원회,1971.11.27 ~ 1971.12.02
S1A50186,위원회 경력,金賢淑,P13,김현숙,제8대,100008,제8대 농림위원회,1971.10.22 ~ 1972.10.17
S1A50186,위원회 경력,金賢淑,P13,김현숙,제8대,100008,제8대 보건사회위원회,1971.07.28 ~ 1971.10.22
5MA89686,위원회 경력,金炯旭,P13,김형욱,제8대,100008,제8대 외무위원회,1971.07.28 ~ 1972.10.17
PA35164W,위원회 경력,金炯一,P13,김형일,제8대,100008,제8대 건설위원회,1972.02.29 ~ 1972.10.17
PA35164W,위원회 경력,金炯一,P13,김형일,제8대,100008,제8대 국방위원회,1972.02.16 ~ 1972.02.29
PA35164W,위원회 경력,金炯一,P13,김형일,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1972.02.16
EBP5346U,위원회 경력,金弘壹,P13,김홍일,제8대,100008,제8대 외무위원회,1972.08.12 ~ 1972.10.17
EBP5346U,위원회 경력,金弘壹,P13,김홍일,제8대,100008,제8대 건설위원회,1972.06.17 ~ 1972.08.12
EBP5346U,위원회 경력,金弘壹,P13,김홍일,제8대,100008,제8대 외무위원회,1972.04.03 ~ 1972.06.17
EBP5346U,위원회 경력,金弘壹,P13,김홍일,제8대,100008,제8대 농림위원회,1972.03.13 ~ 1972.04.03
EBP5346U,위원회 경력,金弘壹,P13,김홍일,제8대,100008,제8대 외무위원회,1971.07.28 ~ 1972.03.13
S1380205,위원회 경력,羅碩昊,P13,나석호,제8대,100008,제8대 법제사법위원회,1972.09.18 ~ 1972.10.06
S1380205,위원회 경력,羅碩昊,P13,나석호,제8대,100008,제8대 내무위원회,1972.01.17 ~ 1972.10.17
S1380205,위원회 경력,羅碩昊,P13,나석호,제8대,100008,제8대 법제사법위원회,1971.12.23 ~ 1972.01.17
S1380205,위원회 경력,羅碩昊,P13,나석호,제8대,100008,제8대 경제과학위원회,1971.10.30 ~ 1972.01.17
S1380205,위원회 경력,羅碩昊,P13,나석호,제8대,100008,제8대 외무위원회,1971.10.28 ~ 1971.10.30
S1380205,위원회 경력,羅碩昊,P13,나석호,제8대,100008,제8대 경제과학위원회,1971.10.27 ~ 1971.10.28
S1380205,위원회 경력,羅碩昊,P13,나석호,제8대,100008,제8대 재무위원회,1971.10.23 ~ 1971.10.27
S1380205,위원회 경력,羅碩昊,P13,나석호,제8대,100008,제8대 경제과학위원회,1971.10.22 ~ 1971.10.27
S1380205,위원회 경력,羅碩昊,P13,나석호,제8대,100008,제8대 내무위원회,1971.07.28 ~ 1971.10.22
K4O32890,위원회 경력,盧承煥,P13,노승환,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
K4O32890,위원회 경력,盧承煥,P13,노승환,제8대,100008,제8대 재무위원회,1972.07.31 ~ 1972.10.17
K4O32890,위원회 경력,盧承煥,P13,노승환,제8대,100008,제8대 국회운영위원회,1972.02.29 ~ 1972.10.17
K4O32890,위원회 경력,盧承煥,P13,노승환,제8대,100008,제8대 내무위원회,1971.10.22 ~ 1972.07.31
K4O32890,위원회 경력,盧承煥,P13,노승환,제8대,100008,제8대 경제과학위원회,1971.08.13 ~ 1971.10.22
K4O32890,위원회 경력,盧承煥,P13,노승환,제8대,100008,제8대 국회운영위원회,1971.07.28 ~ 1972.01.20
K4O32890,위원회 경력,盧承煥,P13,노승환,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1971.08.13
KPC8532G,위원회 경력,努璡煥,P13,노진환,제8대,100008,제8대 외무위원회,1972.06.24 ~ 1972.10.17
CPD8758L,위원회 경력,柳甲鍾,P13,류갑종,제8대,100008,제8대 농림위원회,1971.10.27 ~ 1972.10.17
CPD8758L,위원회 경력,柳甲鍾,P13,류갑종,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
CPD8758L,위원회 경력,柳甲鍾,P13,류갑종,제8대,100008,제8대 문교공보위원회,1971.10.22 ~ 1971.10.27
CPD8758L,위원회 경력,柳甲鍾,P13,류갑종,제8대,100008,제8대 농림위원회,1971.07.28 ~ 1971.10.22
H1I9867H,위원회 경력,毛允淑,P13,모윤숙,제8대,100008,제8대 문교공보위원회,1971.08.09 ~ 1972.10.17
H1I9867H,위원회 경력,毛允淑,P13,모윤숙,제8대,100008,제8대 보건사회위원회,1971.07.28 ~ 1972.10.17
DR66730Q,위원회 경력,文昌鐸,P13,문창탁,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
DR66730Q,위원회 경력,文昌鐸,P13,문창탁,제8대,100008,제8대 국회운영위원회,1971.07.28 ~ 1972.10.17
DR66730Q,위원회 경력,文昌鐸,P13,문창탁,제8대,100008,제8대 국방위원회,1971.07.28 ~ 1972.10.17
7KC1599Z,위원회 경력,文太俊,P13,문태준,제8대,100008,제8대 농림위원회,1971.10.22 ~ 1972.10.17
7KC1599Z,위원회 경력,文太俊,P13,문태준,제8대,100008,제8대 상공위원회,1971.09.30 ~ 1971.10.22
7KC1599Z,위원회 경력,文太俊,P13,문태준,제8대,100008,제8대 국회운영위원회,1971.07.28 ~ 1972.10.17
7KC1599Z,위원회 경력,文太俊,P13,문태준,제8대,100008,제8대 국방위원회,1971.07.28 ~ 1971.09.30
7KC1599Z,위원회 경력,文太俊,P13,문태준,제8대,100008,제8대 국회상임위원회위원정수에관한규칙중개정안기초특별위원회,1971.07.27 ~ 1971.07.27
YN58680J,위원회 경력,文亨泰,P13,문형태,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.14 ~ 1972.09.09
YN58680J,위원회 경력,文亨泰,P13,문형태,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1972.10.17
VEL92627,위원회 경력,閔機植,P13,민기식,제8대,100008,제8대 국방위원회,1971.07.28 ~ 1972.10.17
NBP98519,위원회 경력,閔丙權,P13,민병권,제8대,100008,제8대 내무위원회,1971.07.28 ~ 1972.10.17
T457000V,위원회 경력,朴命根,P13,박명근,제8대,100008,제8대 교통체신위원회,1972.10.13 ~ 1972.10.17
T457000V,위원회 경력,朴命根,P13,박명근,제8대,100008,제8대 재무위원회,1972.10.07 ~ 1972.10.13
T457000V,위원회 경력,朴命根,P13,박명근,제8대,100008,제8대 교통체신위원회,1971.10.12 ~ 1972.10.07
T457000V,위원회 경력,朴命根,P13,박명근,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1971.10.12
XQI3226N,위원회 경력,朴炳培,P13,박병배,제8대,100008,제8대 건설위원회,1972.08.12 ~ 1972.10.17
XQI3226N,위원회 경력,朴炳培,P13,박병배,제8대,100008,제8대 외무위원회,1972.06.17 ~ 1972.08.12
XQI3226N,위원회 경력,朴炳培,P13,박병배,제8대,100008,제8대 국회운영위원회,1971.11.27 ~ 1971.12.02
XQI3226N,위원회 경력,朴炳培,P13,박병배,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1972.06.17
RWU6006H,위원회 경력,朴性浩,P13,박성호,제8대,100008,제8대 농림위원회,1971.07.28 ~ 1972.10.17
AMI95369,위원회 경력,朴淑鉉,P13,박숙현,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1972.10.17
E2Q6946K,위원회 경력,朴升圭,P13,박승규,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1972.10.17
L7S1608E,위원회 경력,朴一,P13,박일,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
L7S1608E,위원회 경력,朴一,P13,박일,제8대,100008,제8대 내무위원회,1971.07.28 ~ 1972.10.17
JGT1723Y,위원회 경력,朴鍾律,P13,박종율,제8대,100008,제8대 국회운영위원회,1972.07.03 ~ 1972.07.31
JGT1723Y,위원회 경력,朴鍾律,P13,박종율,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
JGT1723Y,위원회 경력,朴鍾律,P13,박종율,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1972.10.17
0K233967,위원회 경력,朴鍾軫,P13,박종진,제8대,100008,제8대 농림위원회,1971.07.28 ~ 1972.10.17
QHJ1904L,위원회 경력,朴浚圭,P13,박준규,제8대,100008,제8대 경제과학위원회,1972.09.18 ~ 1972.10.17
QHJ1904L,위원회 경력,朴浚圭,P13,박준규,제8대,100008,제8대 상공위원회,1972.09.13 ~ 1972.09.18
QHJ1904L,위원회 경력,朴浚圭,P13,박준규,제8대,100008,제8대 외무위원회,1972.01.28 ~ 1972.10.17
O0698598,위원회 경력,朴準浩,P13,박준호,제8대,100008,제8대 내무위원회,1971.07.28 ~ 1972.10.17
0UO5760D,위원회 경력,朴澈,P13,박철,제8대,100008,제8대 교통체신위원회,1972.09.20 ~ 1972.10.17
0UO5760D,위원회 경력,朴澈,P13,박철,제8대,100008,제8대 내무위원회,1972.09.18 ~ 1972.09.20
0UO5760D,위원회 경력,朴澈,P13,박철,제8대,100008,제8대 교통체신위원회,1972.08.11 ~ 1972.09.18
0UO5760D,위원회 경력,朴澈,P13,박철,제8대,100008,제8대 재무위원회,1972.07.28 ~ 1972.10.17
0UO5760D,위원회 경력,朴澈,P13,박철,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1972.07.28
IF61111C,위원회 경력,朴泰元,P13,박태원,제8대,100008,제8대 상공위원회,1972.09.18 ~ 1972.10.17
IF61111C,위원회 경력,朴泰元,P13,박태원,제8대,100008,제8대 경제과학위원회,1972.09.09 ~ 1972.09.18
IF61111C,위원회 경력,朴泰元,P13,박태원,제8대,100008,제8대 국회운영위원회,1971.10.15 ~ 1972.10.17
IF61111C,위원회 경력,朴泰元,P13,박태원,제8대,100008,제8대 상공위원회,1971.10.12 ~ 1972.09.13
IF61111C,위원회 경력,朴泰元,P13,박태원,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1971.10.12
IF61111C,위원회 경력,朴泰元,P13,박태원,제8대,100008,제8대 국회상임위원회위원정수에관한규칙중개정안기초특별위원회,1971.07.27 ~ 1971.07.27
D4D6998Z,위원회 경력,朴漢相,P13,박한상,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
D4D6998Z,위원회 경력,朴漢相,P13,박한상,제8대,100008,제8대 경제과학위원회,1971.07.28 ~ 1972.10.17
D4D6998Z,위원회 경력,朴漢相,P13,박한상,제8대,100008,제8대 법제사법위원회,1971.07.28 ~ 1972.10.17
RR42520R,위원회 경력,朴海充,P13,박해충,제8대,100008,제8대 국회운영위원회,1972.02.29 ~ 1972.10.17
RR42520R,위원회 경력,朴海充,P13,박해충,제8대,100008,제8대 법제사법위원회,1971.12.23 ~ 1972.01.17
RR42520R,위원회 경력,朴海充,P13,박해충,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1972.10.17
RR42520R,위원회 경력,朴海充,P13,박해충,제8대,100008,제8대 국회운영위원회,1971.07.28 ~ 1972.01.20
TNS31153,위원회 경력,百南檍,P13,백남억,제8대,100008,제8대 보건사회위원회,1972.09.02 ~ 1972.10.17
TNS31153,위원회 경력,百南檍,P13,백남억,제8대,100008,제8대 상공위원회,1971.12.22 ~ 1972.10.17
TNS31153,위원회 경력,百南檍,P13,백남억,제8대,100008,제8대 외무위원회,1971.08.09 ~ 1971.12.22
TNS31153,위원회 경력,百南檍,P13,백남억,제8대,100008,제8대 국방위원회,1971.07.28 ~ 1971.08.09
XWY90381,위원회 경력,徐範錫,P13,서범석,제8대,100008,제8대 국방위원회,1971.07.28 ~ 1972.10.17
JGC5964P,위원회 경력,徐相燐,P13,서상린,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1972.10.17
4Q82914S,위원회 경력,孫在馨,P13,손재형,제8대,100008,제8대 국방위원회,1972.09.26 ~ 1972.10.17
4Q82914S,위원회 경력,孫在馨,P13,손재형,제8대,100008,제8대 상공위원회,1972.09.18 ~ 1972.09.26
4Q82914S,위원회 경력,孫在馨,P13,손재형,제8대,100008,제8대 문교공보위원회,1971.07.28 ~ 1972.09.18
NMS88588,위원회 경력,宋元英,P13,송원영,제8대,100008,제8대 외무위원회,1972.04.03 ~ 1972.10.17
NMS88588,위원회 경력,宋元英,P13,송원영,제8대,100008,제8대 문교공보위원회,1972.03.13 ~ 1972.04.03
NMS88588,위원회 경력,宋元英,P13,송원영,제8대,100008,제8대 법제사법위원회,1972.02.17 ~ 1972.02.29
NMS88588,위원회 경력,宋元英,P13,송원영,제8대,100008,제8대 국회운영위원회,1971.12.02 ~ 1972.10.17
NMS88588,위원회 경력,宋元英,P13,송원영,제8대,100008,제8대 국회운영위원회,1971.11.27 ~ 1971.11.27
NMS88588,위원회 경력,宋元英,P13,송원영,제8대,100008,제8대 외무위원회,1971.10.30 ~ 1972.03.13
NMS88588,위원회 경력,宋元英,P13,송원영,제8대,100008,제8대 경제과학위원회,1971.10.28 ~ 1971.10.30
NMS88588,위원회 경력,宋元英,P13,송원영,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
NMS88588,위원회 경력,宋元英,P13,송원영,제8대,100008,제8대 외무위원회,1971.07.28 ~ 1971.10.28
NMS88588,위원회 경력,宋元英,P13,송원영,제8대,100008,제8대 국회운영위원회,1971.07.28 ~ 1971.10.22
G5H2099L,위원회 경력,申光淳,P13,신광순,제8대,100008,제8대 법제사법위원회,1971.07.28 ~ 1972.10.17
G5H2099L,위원회 경력,申光淳,P13,신광순,제8대,100008,제8대 경제과학위원회,1971.07.28 ~ 1972.10.17
MW81180N,위원회 경력,辛道煥,P13,신도환,제8대,100008,제8대 문교공보위원회,1971.07.28 ~ 1972.10.17
67D5923S,위원회 경력,申東寬,P13,신동관,제8대,100008,제8대 법제사법위원회,1971.12.23 ~ 1972.10.17
67D5923S,위원회 경력,申東寬,P13,신동관,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1972.10.17
5637263F,위원회 경력,辛相佑,P13,신상우,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1972.10.17
OS91397X,위원회 경력,申鎭旭,P13,신진욱,제8대,100008,제8대 문교공보위원회,1972.07.31 ~ 1972.10.17
OS91397X,위원회 경력,申鎭旭,P13,신진욱,제8대,100008,제8대 건설위원회,1971.10.27 ~ 1972.07.31
OS91397X,위원회 경력,申鎭旭,P13,신진욱,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
OS91397X,위원회 경력,申鎭旭,P13,신진욱,제8대,100008,제8대 교통체신위원회,1971.10.22 ~ 1971.10.27
OS91397X,위원회 경력,申鎭旭,P13,신진욱,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1971.10.22
4BC2508K,위원회 경력,申泂植,P13,신형식,제8대,100008,제8대 내무위원회,1971.12.17 ~ 1972.10.17
4BC2508K,위원회 경력,申泂植,P13,신형식,제8대,100008,제8대 국방위원회,1971.07.28 ~ 1971.12.17
7H22513T,위원회 경력,沈鳳燮,P13,심봉섭,제8대,100008,제8대 국회운영위원회,1972.07.06 ~ 1972.07.10
7H22513T,위원회 경력,沈鳳燮,P13,심봉섭,제8대,100008,제8대 국회운영위원회,1972.01.22 ~ 1972.02.29
7H22513T,위원회 경력,沈鳳燮,P13,심봉섭,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1972.10.17
7ZS40934,위원회 경력,梁一東,P13,양일동,제8대,100008,제8대 외무위원회,1971.07.28 ~ 1972.10.17
BX96041G,위원회 경력,楊燦宇,P13,양찬우,제8대,100008,제8대 문교공보위원회,1971.07.28 ~ 1972.10.17
0KQ92736,위원회 경력,梁海焌,P13,양해준,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1972.10.17
